B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,GEO_ID,NAME
774,25,12,10,0,0,0,11,12,0,52,63,74,189,22,120,184,1500000US060372643032,"Block Group 2, Census Tract 2643.03, Los Angeles County, California"
361,11,0,0,0,0,0,0,0,41,0,34,14,21,76,34,130,1500000US060372643041,"Block Group 1, Census Tract 2643.04, Los Angeles County, California"
1085,106,19,43,79,24,96,10,0,0,16,51,192,112,81,96,160,1500000US060372643042,"Block Group 2, Census Tract 2643.04, Los Angeles County, California"
498,38,15,9,0,13,0,21,0,0,17,30,97,88,30,22,118,1500000US060372643051,"Block Group 1, Census Tract 2643.05, Los Angeles County, California"
724,61,0,28,0,15,32,15,119,0,0,17,187,0,34,70,146,1500000US060372643052,"Block Group 2, Census Tract 2643.05, Los Angeles County, California"
503,0,0,0,0,0,0,18,0,43,69,62,103,0,11,0,197,1500000US060372643053,"Block Group 3, Census Tract 2643.05, Los Angeles County, California"
989,96,0,64,0,53,13,0,17,29,77,58,106,49,162,109,156,1500000US060372643061,"Block Group 1, Census Tract 2643.06, Los Angeles County, California"
797,36,30,0,18,40,54,0,35,61,0,61,66,49,60,132,155,1500000US060372651001,"Block Group 1, Census Tract 2651, Los Angeles County, California"
506,24,0,0,44,18,0,0,0,11,10,56,83,18,3,19,220,1500000US060372651002,"Block Group 2, Census Tract 2651, Los Angeles County, California"
558,14,60,9,9,33,18,0,0,10,57,21,20,26,98,17,166,1500000US060372652011,"Block Group 1, Census Tract 2652.01, Los Angeles County, California"
305,83,9,0,0,9,26,0,9,10,0,15,3,9,0,0,132,1500000US060372652012,"Block Group 2, Census Tract 2652.01, Los Angeles County, California"
471,56,38,0,0,0,0,0,51,0,54,11,87,30,12,0,132,1500000US060372652031,"Block Group 1, Census Tract 2652.03, Los Angeles County, California"
588,83,0,15,0,13,0,0,51,113,87,54,67,29,19,26,31,1500000US060372652032,"Block Group 2, Census Tract 2652.03, Los Angeles County, California"
639,96,0,0,52,31,0,61,9,0,0,37,23,54,39,80,157,1500000US060372652041,"Block Group 1, Census Tract 2652.04, Los Angeles County, California"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US060372653011,"Block Group 1, Census Tract 2653.01, Los Angeles County, California"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US060372653012,"Block Group 2, Census Tract 2653.01, Los Angeles County, California"
511,159,29,49,30,16,20,7,5,24,17,38,43,26,7,35,6,1500000US060372653031,"Block Group 1, Census Tract 2653.03, Los Angeles County, California"
481,100,56,28,50,27,0,30,32,24,29,0,20,36,6,19,24,1500000US060372653032,"Block Group 2, Census Tract 2653.03, Los Angeles County, California"
571,124,26,35,44,23,10,65,0,0,33,25,20,51,0,37,78,1500000US060372653033,"Block Group 3, Census Tract 2653.03, Los Angeles County, California"
597,183,36,74,62,27,27,0,0,6,11,64,26,0,13,0,68,1500000US060372653041,"Block Group 1, Census Tract 2653.04, Los Angeles County, California"
260,101,13,13,0,32,6,19,32,0,0,7,22,0,15,0,0,1500000US060372653042,"Block Group 2, Census Tract 2653.04, Los Angeles County, California"
496,180,61,42,27,0,25,0,38,10,0,33,39,24,0,0,17,1500000US060372653061,"Block Group 1, Census Tract 2653.06, Los Angeles County, California"
518,196,11,22,9,45,63,0,22,24,0,9,0,0,37,51,29,1500000US060372653071,"Block Group 1, Census Tract 2653.07, Los Angeles County, California"
627,277,24,115,36,0,0,36,9,30,24,12,7,11,0,13,33,1500000US060372653072,"Block Group 2, Census Tract 2653.07, Los Angeles County, California"
294,8,0,5,0,6,0,0,0,8,23,4,32,27,13,30,138,1500000US060372654101,"Block Group 1, Census Tract 2654.10, Los Angeles County, California"
403,18,7,28,3,9,0,42,0,5,35,30,51,57,21,8,89,1500000US060372654102,"Block Group 2, Census Tract 2654.10, Los Angeles County, California"
263,0,3,0,0,0,0,0,0,6,0,0,4,31,16,12,191,1500000US060372654201,"Block Group 1, Census Tract 2654.20, Los Angeles County, California"
393,48,11,0,0,0,17,6,11,0,21,36,33,38,18,16,138,1500000US060372654202,"Block Group 2, Census Tract 2654.20, Los Angeles County, California"
570,172,22,12,0,0,16,24,0,11,75,22,110,22,13,58,13,1500000US060372655211,"Block Group 1, Census Tract 2655.21, Los Angeles County, California"
528,42,72,11,48,35,0,0,46,23,53,96,11,0,0,13,78,1500000US060372655212,"Block Group 2, Census Tract 2655.21, Los Angeles County, California"
322,51,0,0,9,14,15,15,0,0,0,48,26,8,3,21,112,1500000US060372655221,"Block Group 1, Census Tract 2655.22, Los Angeles County, California"
708,98,18,16,0,0,14,14,0,0,69,72,129,109,55,65,49,1500000US060372655222,"Block Group 2, Census Tract 2655.22, Los Angeles County, California"
394,0,0,0,53,33,0,0,20,0,0,19,58,30,39,34,108,1500000US060372655231,"Block Group 1, Census Tract 2655.23, Los Angeles County, California"
1115,27,0,224,0,0,0,140,74,0,15,382,14,0,78,68,93,1500000US060372655232,"Block Group 2, Census Tract 2655.23, Los Angeles County, California"
307,19,12,0,74,2,0,0,0,19,8,39,64,0,44,14,12,1500000US060372655241,"Block Group 1, Census Tract 2655.24, Los Angeles County, California"
997,41,0,73,0,50,75,0,0,11,30,70,86,258,40,89,174,1500000US060372655242,"Block Group 2, Census Tract 2655.24, Los Angeles County, California"
512,30,8,180,0,0,0,0,0,0,22,61,32,39,48,41,51,1500000US060372656011,"Block Group 1, Census Tract 2656.01, Los Angeles County, California"
931,42,47,0,0,15,14,8,33,46,76,99,32,96,82,103,238,1500000US060372656012,"Block Group 2, Census Tract 2656.01, Los Angeles County, California"
499,58,0,9,0,19,0,122,4,0,10,9,10,21,84,58,95,1500000US060372656021,"Block Group 1, Census Tract 2656.02, Los Angeles County, California"
1042,193,37,27,7,13,0,19,4,18,9,0,161,170,39,168,177,1500000US060372656022,"Block Group 2, Census Tract 2656.02, Los Angeles County, California"
718,67,42,0,6,54,62,0,9,16,21,63,53,47,0,12,266,1500000US060372657011,"Block Group 1, Census Tract 2657.01, Los Angeles County, California"
664,69,0,9,16,11,0,40,28,0,42,13,13,74,111,8,230,1500000US060372657021,"Block Group 1, Census Tract 2657.02, Los Angeles County, California"
346,31,30,19,0,0,0,0,0,35,0,26,58,42,45,14,46,1500000US060372657022,"Block Group 2, Census Tract 2657.02, Los Angeles County, California"
462,24,44,25,15,49,0,14,0,0,34,0,95,58,0,9,95,1500000US060372657023,"Block Group 3, Census Tract 2657.02, Los Angeles County, California"
1177,58,60,52,41,0,0,14,14,66,44,131,196,137,79,133,152,1500000US060372671011,"Block Group 1, Census Tract 2671.01, Los Angeles County, California"
295,0,0,0,0,0,0,0,0,21,0,0,21,50,49,37,117,1500000US060372671012,"Block Group 2, Census Tract 2671.01, Los Angeles County, California"
332,0,0,0,0,0,0,0,0,0,35,0,31,46,66,29,125,1500000US060372671021,"Block Group 1, Census Tract 2671.02, Los Angeles County, California"
1138,22,227,11,0,0,0,0,22,0,106,35,200,56,132,158,169,1500000US060372671022,"Block Group 2, Census Tract 2671.02, Los Angeles County, California"
407,57,0,0,0,0,0,0,18,0,0,95,46,0,17,144,30,1500000US060372672011,"Block Group 1, Census Tract 2672.01, Los Angeles County, California"
460,124,0,0,0,0,0,19,124,15,11,13,7,42,11,42,52,1500000US060372672012,"Block Group 2, Census Tract 2672.01, Los Angeles County, California"
361,0,0,0,10,17,0,25,0,30,12,17,0,89,37,58,66,1500000US060372672013,"Block Group 3, Census Tract 2672.01, Los Angeles County, California"
772,69,15,14,0,14,99,47,0,38,0,0,0,76,168,57,175,1500000US060372672021,"Block Group 1, Census Tract 2672.02, Los Angeles County, California"
641,52,0,0,0,0,26,15,0,0,36,124,116,172,39,16,45,1500000US060372672022,"Block Group 2, Census Tract 2672.02, Los Angeles County, California"
282,0,0,0,14,0,0,0,0,37,26,0,74,0,27,0,104,1500000US060372672023,"Block Group 3, Census Tract 2672.02, Los Angeles County, California"
583,20,12,9,53,19,0,38,53,64,12,11,113,0,56,59,64,1500000US060372673001,"Block Group 1, Census Tract 2673, Los Angeles County, California"
595,15,83,0,12,15,0,0,0,7,26,32,56,125,67,139,18,1500000US060372673002,"Block Group 2, Census Tract 2673, Los Angeles County, California"
928,16,25,70,28,65,26,0,0,27,85,81,46,122,7,103,227,1500000US060372673003,"Block Group 3, Census Tract 2673, Los Angeles County, California"
574,32,30,15,7,0,6,24,18,65,0,81,77,45,60,64,50,1500000US060372674031,"Block Group 1, Census Tract 2674.03, Los Angeles County, California"
667,32,0,7,24,74,16,16,0,75,7,89,159,63,64,8,33,1500000US060372674032,"Block Group 2, Census Tract 2674.03, Los Angeles County, California"
691,37,0,0,0,9,5,0,0,0,20,48,117,120,195,65,75,1500000US060372674033,"Block Group 3, Census Tract 2674.03, Los Angeles County, California"
409,0,0,0,0,0,50,0,0,26,0,6,50,25,38,103,111,1500000US060372674041,"Block Group 1, Census Tract 2674.04, Los Angeles County, California"
1109,148,19,11,0,8,56,36,29,65,64,113,126,72,86,49,227,1500000US060372674042,"Block Group 2, Census Tract 2674.04, Los Angeles County, California"
459,45,0,0,0,0,22,12,0,0,0,29,0,38,157,89,67,1500000US060372674051,"Block Group 1, Census Tract 2674.05, Los Angeles County, California"
975,45,15,16,69,62,0,15,26,60,0,112,197,56,72,69,161,1500000US060372674052,"Block Group 2, Census Tract 2674.05, Los Angeles County, California"
1024,108,17,0,0,79,0,29,0,0,65,30,229,90,174,85,118,1500000US060372674061,"Block Group 1, Census Tract 2674.06, Los Angeles County, California"
723,26,19,13,6,6,30,20,17,0,25,92,104,83,119,92,71,1500000US060372675021,"Block Group 1, Census Tract 2675.02, Los Angeles County, California"
874,11,91,26,135,9,61,26,39,0,0,87,47,103,6,131,102,1500000US060372675022,"Block Group 2, Census Tract 2675.02, Los Angeles County, California"
1226,45,10,53,93,0,32,38,40,20,55,115,49,45,144,89,398,1500000US060372675031,"Block Group 1, Census Tract 2675.03, Los Angeles County, California"
793,38,38,0,51,0,0,17,0,38,67,73,99,133,46,66,127,1500000US060372675041,"Block Group 1, Census Tract 2675.04, Los Angeles County, California"
971,37,0,0,14,19,0,0,0,79,14,44,105,70,162,131,296,1500000US060372675042,"Block Group 2, Census Tract 2675.04, Los Angeles County, California"
498,0,12,0,77,54,9,0,41,0,24,101,14,35,58,6,67,1500000US060372676001,"Block Group 1, Census Tract 2676, Los Angeles County, California"
260,45,13,0,11,11,0,0,29,0,37,52,0,7,11,9,35,1500000US060372676002,"Block Group 2, Census Tract 2676, Los Angeles County, California"
523,38,0,0,0,41,4,5,0,19,43,146,48,44,15,94,26,1500000US060372676003,"Block Group 3, Census Tract 2676, Los Angeles County, California"
856,26,16,33,0,72,41,9,53,9,50,69,98,33,135,123,89,1500000US060372677001,"Block Group 1, Census Tract 2677, Los Angeles County, California"
884,24,9,35,8,7,8,0,0,67,85,15,92,58,58,95,323,1500000US060372677002,"Block Group 2, Census Tract 2677, Los Angeles County, California"
295,0,0,0,0,0,16,12,14,0,38,25,53,27,22,12,76,1500000US060372678001,"Block Group 1, Census Tract 2678, Los Angeles County, California"
308,48,69,0,8,0,0,17,0,12,0,8,42,11,10,0,83,1500000US060372678002,"Block Group 2, Census Tract 2678, Los Angeles County, California"
778,68,0,12,22,0,21,0,32,0,44,87,81,110,52,116,133,1500000US060372678003,"Block Group 3, Census Tract 2678, Los Angeles County, California"
762,0,23,55,8,0,5,48,45,20,8,23,0,164,39,117,207,1500000US060372679011,"Block Group 1, Census Tract 2679.01, Los Angeles County, California"
739,74,0,119,12,37,8,38,0,0,24,33,39,96,42,69,148,1500000US060372679012,"Block Group 2, Census Tract 2679.01, Los Angeles County, California"
293,18,0,0,0,0,0,0,9,0,0,35,11,30,10,20,160,1500000US060372679021,"Block Group 1, Census Tract 2679.02, Los Angeles County, California"
843,60,0,0,8,0,0,37,47,0,39,31,185,83,30,86,237,1500000US060372679022,"Block Group 2, Census Tract 2679.02, Los Angeles County, California"
540,0,0,9,0,0,21,0,52,24,0,53,23,46,83,58,171,1500000US060372679023,"Block Group 3, Census Tract 2679.02, Los Angeles County, California"
184,0,0,0,12,0,0,0,0,0,0,13,14,0,0,42,103,1500000US060372690001,"Block Group 1, Census Tract 2690, Los Angeles County, California"
565,0,0,0,0,14,0,0,0,0,174,29,0,13,65,85,185,1500000US060372690002,"Block Group 2, Census Tract 2690, Los Angeles County, California"
211,0,14,0,0,0,0,0,0,0,14,0,27,15,76,18,47,1500000US060372690003,"Block Group 3, Census Tract 2690, Los Angeles County, California"
800,51,13,15,14,12,0,16,0,21,14,14,76,45,57,225,227,1500000US060372690004,"Block Group 4, Census Tract 2690, Los Angeles County, California"
385,59,0,14,47,13,0,14,0,0,32,86,13,14,0,58,35,1500000US060372690005,"Block Group 5, Census Tract 2690, Los Angeles County, California"
574,48,30,0,16,10,9,10,40,11,41,26,9,44,27,33,220,1500000US060372691001,"Block Group 1, Census Tract 2691, Los Angeles County, California"
165,29,17,9,0,10,0,0,0,11,0,9,18,21,0,20,21,1500000US060372691002,"Block Group 2, Census Tract 2691, Los Angeles County, California"
400,25,10,0,11,0,0,0,0,11,41,10,106,10,31,66,79,1500000US060372691003,"Block Group 3, Census Tract 2691, Los Angeles County, California"
736,50,37,37,41,22,0,12,34,29,29,12,29,48,69,77,210,1500000US060372691004,"Block Group 4, Census Tract 2691, Los Angeles County, California"
339,0,0,15,0,0,9,0,0,0,82,0,0,0,0,16,217,1500000US060372693001,"Block Group 1, Census Tract 2693, Los Angeles County, California"
289,10,0,9,0,24,0,0,25,0,24,0,7,23,7,0,160,1500000US060372693002,"Block Group 2, Census Tract 2693, Los Angeles County, California"
317,0,9,0,0,34,0,0,0,9,0,8,47,39,19,6,146,1500000US060372693003,"Block Group 3, Census Tract 2693, Los Angeles County, California"
285,0,0,0,0,0,8,0,0,14,0,16,18,89,24,20,96,1500000US060372693004,"Block Group 4, Census Tract 2693, Los Angeles County, California"
260,19,0,25,0,0,0,0,0,17,9,0,49,0,0,19,122,1500000US060372693005,"Block Group 5, Census Tract 2693, Los Angeles County, California"
315,0,0,0,0,0,0,0,8,0,34,51,29,10,40,19,124,1500000US060372695001,"Block Group 1, Census Tract 2695, Los Angeles County, California"
275,0,0,0,9,30,0,10,0,0,0,9,18,33,9,67,90,1500000US060372695002,"Block Group 2, Census Tract 2695, Los Angeles County, California"
437,50,0,0,0,0,9,0,0,32,0,0,9,27,30,17,263,1500000US060372695003,"Block Group 3, Census Tract 2695, Los Angeles County, California"
308,0,0,0,8,0,0,0,10,8,0,23,8,24,20,9,198,1500000US060372695004,"Block Group 4, Census Tract 2695, Los Angeles County, California"
295,14,0,30,8,22,0,24,12,0,0,100,0,26,29,10,20,1500000US060372696011,"Block Group 1, Census Tract 2696.01, Los Angeles County, California"
407,16,11,14,0,0,87,45,0,10,21,26,79,15,63,20,0,1500000US060372696012,"Block Group 2, Census Tract 2696.01, Los Angeles County, California"
351,9,6,0,0,13,30,42,0,21,56,59,20,4,52,19,20,1500000US060372696013,"Block Group 3, Census Tract 2696.01, Los Angeles County, California"
751,27,0,16,40,22,87,22,73,83,31,90,135,19,68,22,16,1500000US060372696021,"Block Group 1, Census Tract 2696.02, Los Angeles County, California"
301,11,23,0,0,0,33,9,10,28,20,48,30,58,0,8,23,1500000US060372696022,"Block Group 2, Census Tract 2696.02, Los Angeles County, California"
569,8,12,0,73,0,1,15,56,0,21,93,111,38,42,22,77,1500000US060372697001,"Block Group 1, Census Tract 2697, Los Angeles County, California"
417,29,8,0,11,7,12,0,0,6,67,62,98,8,32,19,58,1500000US060372697002,"Block Group 2, Census Tract 2697, Los Angeles County, California"
300,8,0,0,0,7,7,0,0,0,14,7,16,39,8,19,175,1500000US060372697003,"Block Group 3, Census Tract 2697, Los Angeles County, California"
242,24,0,0,0,0,0,0,0,0,0,30,40,19,39,28,62,1500000US060372697004,"Block Group 4, Census Tract 2697, Los Angeles County, California"
621,5,0,0,25,8,54,0,48,0,13,13,74,89,42,84,166,1500000US060372698001,"Block Group 1, Census Tract 2698, Los Angeles County, California"
987,38,20,45,14,0,0,61,16,52,55,138,137,64,121,108,118,1500000US060372698002,"Block Group 2, Census Tract 2698, Los Angeles County, California"
541,42,15,0,11,44,11,0,44,22,54,52,39,134,22,28,23,1500000US060372699031,"Block Group 1, Census Tract 2699.03, Los Angeles County, California"
1203,37,27,9,28,21,77,31,57,42,137,283,204,112,51,43,44,1500000US060372699032,"Block Group 2, Census Tract 2699.03, Los Angeles County, California"
711,48,25,33,37,33,16,0,0,23,54,47,129,94,51,30,91,1500000US060372699051,"Block Group 1, Census Tract 2699.05, Los Angeles County, California"
677,43,0,8,23,25,35,28,0,23,19,35,140,126,67,98,7,1500000US060372699052,"Block Group 2, Census Tract 2699.05, Los Angeles County, California"
806,31,6,0,31,9,10,11,18,21,24,45,108,136,76,184,96,1500000US060372699061,"Block Group 1, Census Tract 2699.06, Los Angeles County, California"
818,24,49,0,40,8,35,8,20,25,29,85,172,62,100,109,52,1500000US060372699062,"Block Group 2, Census Tract 2699.06, Los Angeles County, California"
767,0,24,57,0,0,9,0,80,24,21,63,126,154,50,80,79,1500000US060372699071,"Block Group 1, Census Tract 2699.07, Los Angeles County, California"
586,27,9,0,17,8,41,25,14,25,60,24,123,78,58,30,47,1500000US060372699072,"Block Group 2, Census Tract 2699.07, Los Angeles County, California"
895,32,0,0,16,16,0,0,4,23,240,163,165,67,46,44,79,1500000US060372699081,"Block Group 1, Census Tract 2699.08, Los Angeles County, California"
451,0,21,23,1,0,23,75,54,0,0,48,134,29,0,41,2,1500000US060372699082,"Block Group 2, Census Tract 2699.08, Los Angeles County, California"
390,10,13,0,0,36,0,126,103,0,0,12,17,25,30,0,18,1500000US060372699091,"Block Group 1, Census Tract 2699.09, Los Angeles County, California"
831,30,0,16,0,0,15,12,40,0,0,161,272,96,55,82,52,1500000US060372699092,"Block Group 2, Census Tract 2699.09, Los Angeles County, California"
620,34,0,0,0,14,166,0,0,33,0,72,77,55,40,101,28,1500000US060372701011,"Block Group 1, Census Tract 2701.01, Los Angeles County, California"
616,0,0,0,0,69,0,53,14,13,0,17,182,83,35,97,53,1500000US060372701012,"Block Group 2, Census Tract 2701.01, Los Angeles County, California"
405,63,15,0,44,0,0,12,43,0,43,34,66,0,77,8,0,1500000US060372701021,"Block Group 1, Census Tract 2701.02, Los Angeles County, California"
782,43,0,0,51,43,18,18,0,0,80,74,168,102,118,30,37,1500000US060372701022,"Block Group 2, Census Tract 2701.02, Los Angeles County, California"
307,10,5,59,0,23,0,0,8,0,30,4,28,42,18,59,21,1500000US060372702001,"Block Group 1, Census Tract 2702, Los Angeles County, California"
403,0,0,0,25,8,18,19,3,0,140,33,37,49,35,0,36,1500000US060372702002,"Block Group 2, Census Tract 2702, Los Angeles County, California"
599,17,16,16,7,0,6,16,0,43,93,117,47,93,23,59,46,1500000US060372702003,"Block Group 3, Census Tract 2702, Los Angeles County, California"
449,48,0,5,0,14,0,32,15,5,29,60,71,73,41,19,37,1500000US060372703001,"Block Group 1, Census Tract 2703, Los Angeles County, California"
731,0,9,0,19,29,10,302,0,10,77,34,39,17,26,36,123,1500000US060372703002,"Block Group 2, Census Tract 2703, Los Angeles County, California"
212,12,3,0,0,0,3,4,14,0,31,7,11,16,6,13,92,1500000US060372711001,"Block Group 1, Census Tract 2711, Los Angeles County, California"
273,4,3,7,10,0,9,4,0,0,5,10,29,12,48,46,86,1500000US060372711002,"Block Group 2, Census Tract 2711, Los Angeles County, California"
420,36,0,29,61,21,16,0,0,21,23,48,19,20,20,26,80,1500000US060372711003,"Block Group 3, Census Tract 2711, Los Angeles County, California"
695,28,0,15,17,6,12,46,78,12,8,81,68,104,92,37,91,1500000US060372712001,"Block Group 1, Census Tract 2712, Los Angeles County, California"
433,42,8,0,18,5,0,0,19,23,0,100,21,14,33,34,116,1500000US060372712002,"Block Group 2, Census Tract 2712, Los Angeles County, California"
368,19,0,0,0,0,0,0,0,16,18,0,117,0,74,81,43,1500000US060372713001,"Block Group 1, Census Tract 2713, Los Angeles County, California"
596,14,74,64,0,44,0,0,0,51,48,0,58,68,8,46,121,1500000US060372713002,"Block Group 2, Census Tract 2713, Los Angeles County, California"
514,54,27,8,0,19,38,9,0,0,0,23,21,24,27,94,170,1500000US060372713003,"Block Group 3, Census Tract 2713, Los Angeles County, California"
527,0,39,0,42,74,0,18,41,0,10,15,8,33,59,63,125,1500000US060372713004,"Block Group 4, Census Tract 2713, Los Angeles County, California"
415,0,9,0,0,10,0,0,26,30,9,0,80,115,13,31,92,1500000US060372714001,"Block Group 1, Census Tract 2714, Los Angeles County, California"
